clip_id,filename,duration_s,resolution,fps,codec,pix_fmt,file_size_mb,short_lt_5s,long_gt_15s,below_vjepa2_min,portrait
IMG_1082_w2,IMG_1082_w2.mov,10.188,2160x3840,59.97,h264,yuvj420p,48.7,FALSE,FALSE,FALSE,TRUE
IMG_1082_w3,IMG_1082_w3.mov,10.188,2160x3840,59.97,h264,yuvj420p,49.3,FALSE,FALSE,FALSE,TRUE
IMG_1157_w1,IMG_1157_w1.mov,10.694,2160x3840,59.97,h264,yuvj420p,50.0,FALSE,FALSE,FALSE,TRUE
IMG_1157_w2,IMG_1157_w2.mov,10.694,2160x3840,59.97,h264,yuvj420p,51.1,FALSE,FALSE,FALSE,TRUE
IMG_1157_w3,IMG_1157_w3.mov,10.694,2160x3840,59.97,h264,yuvj420p,52.2,FALSE,FALSE,FALSE,TRUE
IMG_1093_w1,IMG_1093_w1.mov,10.999,1080x1920,30.00,h264,yuvj420p,15.1,FALSE,FALSE,FALSE,TRUE
IMG_1093_w2,IMG_1093_w2.mov,10.999,1080x1920,30.00,h264,yuvj420p,16.4,FALSE,FALSE,FALSE,TRUE
IMG_1093_w3,IMG_1093_w3.mov,10.999,1080x1920,30.00,h264,yuvj420p,15.1,FALSE,FALSE,FALSE,TRUE
IMG_1015_w1,IMG_1015_w1.mov,11.500,1080x1920,59.97,h264,yuvj420p,23.1,FALSE,FALSE,FALSE,TRUE
IMG_1015_w2,IMG_1015_w2.mov,11.500,1080x1920,59.97,h264,yuvj420p,23.9,FALSE,FALSE,FALSE,TRUE
IMG_1015_w3,IMG_1015_w3.mov,11.500,1080x1920,59.97,h264,yuvj420p,23.8,FALSE,FALSE,FALSE,TRUE
IMG_1062_w1,IMG_1062_w1.mov,8.817,1080x1920,59.97,h264,yuvj420p,17.4,FALSE,FALSE,FALSE,TRUE
IMG_1062_w2,IMG_1062_w2.mov,8.817,1080x1920,59.97,h264,yuvj420p,18.1,FALSE,FALSE,FALSE,TRUE
IMG_1062_w3,IMG_1062_w3.mov,8.817,1080x1920,59.97,h264,yuvj420p,17.8,FALSE,FALSE,FALSE,TRUE
IMG_1062_w4,IMG_1062_w4.mov,8.817,1080x1920,59.97,h264,yuvj420p,18.1,FALSE,FALSE,FALSE,TRUE
IMG_1122_w1,IMG_1122_w1.mov,8.938,2160x3840,59.97,h264,yuvj420p,41.6,FALSE,FALSE,FALSE,TRUE
IMG_1122_w2,IMG_1122_w2.mov,8.938,2160x3840,59.97,h264,yuvj420p,44.1,FALSE,FALSE,FALSE,TRUE
IMG_1122_w3,IMG_1122_w3.mov,8.938,2160x3840,59.97,h264,yuvj420p,44.2,FALSE,FALSE,FALSE,TRUE
IMG_1122_w4,IMG_1122_w4.mov,8.938,2160x3840,59.97,h264,yuvj420p,42.5,FALSE,FALSE,FALSE,TRUE
IMG_1162_w1,IMG_1162_w1.mov,9.150,2160x3840,59.97,h264,yuvj420p,42.9,FALSE,FALSE,FALSE,TRUE
IMG_1162_w2,IMG_1162_w2.mov,9.150,2160x3840,59.97,h264,yuvj420p,43.7,FALSE,FALSE,FALSE,TRUE
IMG_1162_w3,IMG_1162_w3.mov,9.150,2160x3840,59.97,h264,yuvj420p,44.3,FALSE,FALSE,FALSE,TRUE
IMG_1162_w4,IMG_1162_w4.mov,9.150,2160x3840,59.97,h264,yuvj420p,45.3,FALSE,FALSE,FALSE,TRUE
IMG_1063_w1,IMG_1063_w1.mov,9.246,1080x1920,59.97,h264,yuvj420p,18.5,FALSE,FALSE,FALSE,TRUE
IMG_1063_w2,IMG_1063_w2.mov,9.246,1080x1920,59.97,h264,yuvj420p,18.8,FALSE,FALSE,FALSE,TRUE
IMG_1063_w3,IMG_1063_w3.mov,9.246,1080x1920,59.97,h264,yuvj420p,19.3,FALSE,FALSE,FALSE,TRUE
IMG_1063_w4,IMG_1063_w4.mov,9.246,1080x1920,59.97,h264,yuvj420p,18.8,FALSE,FALSE,FALSE,TRUE
IMG_1031_w1,IMG_1031_w1.mov,9.255,1080x1920,59.97,h264,yuvj420p,18.5,FALSE,FALSE,FALSE,TRUE
IMG_1031_w2,IMG_1031_w2.mov,9.255,1080x1920,59.97,h264,yuvj420p,18.9,FALSE,FALSE,FALSE,TRUE
IMG_1031_w3,IMG_1031_w3.mov,9.255,1080x1920,59.97,h264,yuvj420p,18.2,FALSE,FALSE,FALSE,TRUE
IMG_1031_w4,IMG_1031_w4.mov,9.255,1080x1920,59.97,h264,yuvj420p,19.0,FALSE,FALSE,FALSE,TRUE
IMG_1080_w1,IMG_1080_w1.mov,9.446,1080x1920,59.97,h264,yuvj420p,19.2,FALSE,FALSE,FALSE,TRUE
IMG_1080_w2,IMG_1080_w2.mov,9.446,1080x1920,59.97,h264,yuvj420p,19.4,FALSE,FALSE,FALSE,TRUE
IMG_1080_w3,IMG_1080_w3.mov,9.446,1080x1920,59.97,h264,yuvj420p,19.4,FALSE,FALSE,FALSE,TRUE
IMG_1080_w4,IMG_1080_w4.mov,9.446,1080x1920,59.97,h264,yuvj420p,19.3,FALSE,FALSE,FALSE,TRUE
IMG_1124_w1,IMG_1124_w1.mov,9.630,2160x3840,59.97,h264,yuvj420p,45.3,FALSE,FALSE,FALSE,TRUE
IMG_1124_w2,IMG_1124_w2.mov,9.630,2160x3840,59.97,h264,yuvj420p,46.1,FALSE,FALSE,FALSE,TRUE
IMG_1124_w3,IMG_1124_w3.mov,9.630,2160x3840,59.97,h264,yuvj420p,46.1,FALSE,FALSE,FALSE,TRUE
IMG_1124_w4,IMG_1124_w4.mov,9.630,2160x3840,59.97,h264,yuvj420p,46.8,FALSE,FALSE,FALSE,TRUE
IMG_1150_w1,IMG_1150_w1.mov,9.950,2160x3840,59.97,h264,yuvj420p,46.3,FALSE,FALSE,FALSE,TRUE
IMG_1150_w2,IMG_1150_w2.mov,9.950,2160x3840,59.97,h264,yuvj420p,48.9,FALSE,FALSE,FALSE,TRUE
IMG_1150_w3,IMG_1150_w3.mov,9.951,2160x3840,59.97,h264,yuvj420p,48.8,FALSE,FALSE,FALSE,TRUE
IMG_1150_w4,IMG_1150_w4.mov,9.950,2160x3840,59.97,h264,yuvj420p,48.6,FALSE,FALSE,FALSE,TRUE
IMG_1040_w1,IMG_1040_w1.mov,10.163,1080x1920,59.97,h264,yuvj420p,20.2,FALSE,FALSE,FALSE,TRUE
IMG_1040_w2,IMG_1040_w2.mov,10.163,1080x1920,59.97,h264,yuvj420p,20.4,FALSE,FALSE,FALSE,TRUE
IMG_1040_w3,IMG_1040_w3.mov,10.163,1080x1920,59.97,h264,yuvj420p,20.8,FALSE,FALSE,FALSE,TRUE
IMG_1040_w4,IMG_1040_w4.mov,10.163,1080x1920,59.97,h264,yuvj420p,21.2,FALSE,FALSE,FALSE,TRUE
IMG_1054_w1,IMG_1054_w1.mov,11.081,1080x1920,59.97,h264,yuvj420p,22.1,FALSE,FALSE,FALSE,TRUE
IMG_1054_w2,IMG_1054_w2.mov,11.081,1080x1920,59.97,h264,yuvj420p,22.0,FALSE,FALSE,FALSE,TRUE
IMG_1054_w3,IMG_1054_w3.mov,11.081,1080x1920,59.97,h264,yuvj420p,22.0,FALSE,FALSE,FALSE,TRUE
IMG_1054_w4,IMG_1054_w4.mov,11.081,1080x1920,59.97,h264,yuvj420p,22.2,FALSE,FALSE,FALSE,TRUE
IMG_1090_w1,IMG_1090_w1.mov,9.124,2160x3840,59.97,h264,yuvj420p,42.6,FALSE,FALSE,FALSE,TRUE
IMG_1090_w2,IMG_1090_w2.mov,9.124,2160x3840,59.97,h264,yuvj420p,43.5,FALSE,FALSE,FALSE,TRUE
IMG_1090_w3,IMG_1090_w3.mov,9.124,2160x3840,59.97,h264,yuvj420p,44.0,FALSE,FALSE,FALSE,TRUE
IMG_1090_w4,IMG_1090_w4.mov,9.124,2160x3840,59.97,h264,yuvj420p,44.7,FALSE,FALSE,FALSE,TRUE
IMG_1090_w5,IMG_1090_w5.mov,9.124,2160x3840,59.97,h264,yuvj420p,44.7,FALSE,FALSE,FALSE,TRUE
IMG_1086_w1,IMG_1086_w1.mov,9.394,2160x3840,59.97,h264,yuvj420p,43.8,FALSE,FALSE,FALSE,TRUE
IMG_1086_w2,IMG_1086_w2.mov,9.394,2160x3840,59.97,h264,yuvj420p,46.0,FALSE,FALSE,FALSE,TRUE
IMG_1086_w3,IMG_1086_w3.mov,9.394,2160x3840,59.97,h264,yuvj420p,45.6,FALSE,FALSE,FALSE,TRUE
IMG_1086_w4,IMG_1086_w4.mov,9.394,2160x3840,59.97,h264,yuvj420p,45.0,FALSE,FALSE,FALSE,TRUE
IMG_1086_w5,IMG_1086_w5.mov,9.394,2160x3840,59.97,h264,yuvj420p,44.2,FALSE,FALSE,FALSE,TRUE
IMG_1098_w1,IMG_1098_w1.mov,9.661,2160x3840,59.97,h264,yuvj420p,45.3,FALSE,FALSE,FALSE,TRUE
IMG_1098_w2,IMG_1098_w2.mov,9.661,2160x3840,59.97,h264,yuvj420p,45.8,FALSE,FALSE,FALSE,TRUE
IMG_1098_w3,IMG_1098_w3.mov,9.661,2160x3840,59.97,h264,yuvj420p,47.2,FALSE,FALSE,FALSE,TRUE
IMG_1098_w4,IMG_1098_w4.mov,9.661,2160x3840,59.97,h264,yuvj420p,47.4,FALSE,FALSE,FALSE,TRUE
IMG_1098_w5,IMG_1098_w5.mov,9.661,2160x3840,59.97,h264,yuvj420p,46.2,FALSE,FALSE,FALSE,TRUE
IMG_1021_w1,IMG_1021_w1.mov,9.868,1080x1920,59.97,h264,yuvj420p,19.8,FALSE,FALSE,FALSE,TRUE
IMG_1021_w2,IMG_1021_w2.mov,9.868,1080x1920,59.97,h264,yuvj420p,20.5,FALSE,FALSE,FALSE,TRUE
IMG_1021_w3,IMG_1021_w3.mov,9.868,1080x1920,59.97,h264,yuvj420p,20.2,FALSE,FALSE,FALSE,TRUE
IMG_1021_w4,IMG_1021_w4.mov,9.868,1080x1920,59.97,h264,yuvj420p,19.9,FALSE,FALSE,FALSE,TRUE
IMG_1021_w5,IMG_1021_w5.mov,9.868,1080x1920,59.97,h264,yuvj420p,20.5,FALSE,FALSE,FALSE,TRUE
IMG_1087_w1,IMG_1087_w1.mov,10.385,2160x3840,59.97,h264,yuvj420p,48.5,FALSE,FALSE,FALSE,TRUE
IMG_1087_w2,IMG_1087_w2.mov,10.385,2160x3840,59.97,h264,yuvj420p,50.6,FALSE,FALSE,FALSE,TRUE
IMG_1087_w3,IMG_1087_w3.mov,10.385,2160x3840,59.97,h264,yuvj420p,50.0,FALSE,FALSE,FALSE,TRUE
IMG_1087_w4,IMG_1087_w4.mov,10.385,2160x3840,59.97,h264,yuvj420p,49.4,FALSE,FALSE,FALSE,TRUE
IMG_1087_w5,IMG_1087_w5.mov,10.385,2160x3840,59.97,h264,yuvj420p,49.2,FALSE,FALSE,FALSE,TRUE
IMG_1083_w1,IMG_1083_w1.mov,10.858,2160x3840,59.97,h264,yuvj420p,51.1,FALSE,FALSE,FALSE,TRUE
IMG_1083_w2,IMG_1083_w2.mov,10.858,2160x3840,59.97,h264,yuvj420p,53.1,FALSE,FALSE,FALSE,TRUE
IMG_1083_w3,IMG_1083_w3.mov,10.858,2160x3840,59.97,h264,yuvj420p,51.5,FALSE,FALSE,FALSE,TRUE
IMG_1083_w4,IMG_1083_w4.mov,10.858,2160x3840,59.97,h264,yuvj420p,50.9,FALSE,FALSE,FALSE,TRUE
IMG_1083_w5,IMG_1083_w5.mov,10.858,2160x3840,59.97,h264,yuvj420p,53.5,FALSE,FALSE,FALSE,TRUE
IMG_1038_w1,IMG_1038_w1.mov,9.507,1080x1920,59.97,h264,yuvj420p,18.9,FALSE,FALSE,FALSE,TRUE
IMG_1038_w2,IMG_1038_w2.mov,9.507,1080x1920,59.97,h264,yuvj420p,18.9,FALSE,FALSE,FALSE,TRUE
IMG_1038_w3,IMG_1038_w3.mov,9.507,1080x1920,59.97,h264,yuvj420p,18.9,FALSE,FALSE,FALSE,TRUE
IMG_1038_w4,IMG_1038_w4.mov,9.507,1080x1920,59.97,h264,yuvj420p,19.2,FALSE,FALSE,FALSE,TRUE
IMG_1038_w5,IMG_1038_w5.mov,9.507,1080x1920,59.97,h264,yuvj420p,18.9,FALSE,FALSE,FALSE,TRUE
IMG_1038_w6,IMG_1038_w6.mov,9.507,1080x1920,59.97,h264,yuvj420p,19.0,FALSE,FALSE,FALSE,TRUE
IMG_1126_w1,IMG_1126_w1.mov,10.030,2160x3840,59.97,h264,yuvj420p,47.0,FALSE,FALSE,FALSE,TRUE
IMG_1126_w2,IMG_1126_w2.mov,10.030,2160x3840,59.97,h264,yuvj420p,47.4,FALSE,FALSE,FALSE,TRUE
IMG_1126_w3,IMG_1126_w3.mov,10.030,2160x3840,59.97,h264,yuvj420p,47.4,FALSE,FALSE,FALSE,TRUE
IMG_1126_w4,IMG_1126_w4.mov,10.030,2160x3840,59.97,h264,yuvj420p,47.3,FALSE,FALSE,FALSE,TRUE
IMG_1126_w5,IMG_1126_w5.mov,10.030,2160x3840,59.97,h264,yuvj420p,47.7,FALSE,FALSE,FALSE,TRUE
IMG_1126_w6,IMG_1126_w6.mov,10.030,2160x3840,59.97,h264,yuvj420p,47.5,FALSE,FALSE,FALSE,TRUE
IMG_1056_w1,IMG_1056_w1.mov,10.444,1080x1920,59.97,h264,yuvj420p,20.9,FALSE,FALSE,FALSE,TRUE
IMG_1056_w2,IMG_1056_w2.mov,10.444,1080x1920,59.97,h264,yuvj420p,21.4,FALSE,FALSE,FALSE,TRUE
IMG_1056_w3,IMG_1056_w3.mov,10.444,1080x1920,59.97,h264,yuvj420p,21.5,FALSE,FALSE,FALSE,TRUE
IMG_1056_w4,IMG_1056_w4.mov,10.444,1080x1920,59.97,h264,yuvj420p,21.5,FALSE,FALSE,FALSE,TRUE
IMG_1056_w5,IMG_1056_w5.mov,10.444,1080x1920,59.97,h264,yuvj420p,21.2,FALSE,FALSE,FALSE,TRUE
IMG_1056_w6,IMG_1056_w6.mov,10.444,1080x1920,59.97,h264,yuvj420p,21.1,FALSE,FALSE,FALSE,TRUE
IMG_1079_w1,IMG_1079_w1.mov,9.690,1080x1920,59.97,h264,yuvj420p,19.1,FALSE,FALSE,FALSE,TRUE
IMG_1079_w2,IMG_1079_w2.mov,9.690,1080x1920,59.97,h264,yuvj420p,19.6,FALSE,FALSE,FALSE,TRUE
IMG_1079_w3,IMG_1079_w3.mov,9.690,1080x1920,59.97,h264,yuvj420p,20.0,FALSE,FALSE,FALSE,TRUE
IMG_1079_w4,IMG_1079_w4.mov,9.690,1080x1920,59.97,h264,yuvj420p,19.4,FALSE,FALSE,FALSE,TRUE
IMG_1079_w5,IMG_1079_w5.mov,9.690,1080x1920,59.97,h264,yuvj420p,19.7,FALSE,FALSE,FALSE,TRUE
IMG_1079_w6,IMG_1079_w6.mov,9.690,1080x1920,59.97,h264,yuvj420p,20.1,FALSE,FALSE,FALSE,TRUE
IMG_1079_w7,IMG_1079_w7.mov,9.690,1080x1920,59.97,h264,yuvj420p,19.7,FALSE,FALSE,FALSE,TRUE
IMG_1074_w1,IMG_1074_w1.mov,10.100,1080x1920,59.97,h264,yuvj420p,20.0,FALSE,FALSE,FALSE,TRUE
IMG_1074_w2,IMG_1074_w2.mov,10.100,1080x1920,59.97,h264,yuvj420p,20.2,FALSE,FALSE,FALSE,TRUE
IMG_1074_w3,IMG_1074_w3.mov,10.100,1080x1920,59.97,h264,yuvj420p,20.6,FALSE,FALSE,FALSE,TRUE
IMG_1074_w4,IMG_1074_w4.mov,10.100,1080x1920,59.97,h264,yuvj420p,20.7,FALSE,FALSE,FALSE,TRUE
IMG_1074_w5,IMG_1074_w5.mov,10.100,1080x1920,59.97,h264,yuvj420p,20.8,FALSE,FALSE,FALSE,TRUE
IMG_1074_w6,IMG_1074_w6.mov,10.100,1080x1920,59.97,h264,yuvj420p,21.2,FALSE,FALSE,FALSE,TRUE
IMG_1074_w7,IMG_1074_w7.mov,10.100,1080x1920,59.97,h264,yuvj420p,20.1,FALSE,FALSE,FALSE,TRUE
